condition,prompt_id,sample,beta_ratio,temperature,intervened_layers,attention_layer,attention_entropy
baseline,p004,0,1.0,0.0,all,3,0.2570075988769531
baseline,p004,0,1.0,0.0,all,4,0.28341710567474365
baseline,p004,0,1.0,0.0,all,5,0.32057538628578186
baseline,p004,0,1.0,0.0,all,6,0.3781568109989166
baseline,p004,0,1.0,0.0,all,7,0.4445384740829468
baseline,p004,0,1.0,0.0,all,8,0.40457114577293396
baseline,p004,0,1.0,0.0,all,9,0.394065797328949
baseline,p004,0,1.0,0.0,all,10,0.31347885727882385
baseline,p004,0,1.0,0.0,all,11,0.2774297297000885
baseline,p004,0,1.0,0.0,all,12,0.23609662055969238
baseline,p004,0,1.0,0.0,all,13,0.20635691285133362
baseline,p004,0,1.0,0.0,all,14,0.23729932308197021
baseline,p004,0,1.0,0.0,all,15,0.24347853660583496
baseline,p005,0,1.0,0.0,all,0,0.41098037362098694
baseline,p005,0,1.0,0.0,all,1,0.20087634027004242
baseline,p005,0,1.0,0.0,all,2,0.1869029700756073
baseline,p005,0,1.0,0.0,all,3,0.25937405228614807
baseline,p005,0,1.0,0.0,all,4,0.2960497736930847
baseline,p005,0,1.0,0.0,all,5,0.33169445395469666
baseline,p005,0,1.0,0.0,all,6,0.4107173681259155
baseline,p005,0,1.0,0.0,all,7,0.4253478944301605
baseline,p005,0,1.0,0.0,all,8,0.42760294675827026
baseline,p005,0,1.0,0.0,all,9,0.4031524658203125
baseline,p005,0,1.0,0.0,all,10,0.33352482318878174
baseline,p005,0,1.0,0.0,all,11,0.26913660764694214
baseline,p005,0,1.0,0.0,all,12,0.23331232368946075
baseline,p005,0,1.0,0.0,all,13,0.20313654839992523
baseline,p005,0,1.0,0.0,all,14,0.20616111159324646
baseline,p005,0,1.0,0.0,all,15,0.22105814516544342
baseline,p006,0,1.0,0.0,all,0,0.4013329744338989
baseline,p006,0,1.0,0.0,all,1,0.18761540949344635
baseline,p006,0,1.0,0.0,all,2,0.1844787299633026
baseline,p006,0,1.0,0.0,all,3,0.2624463438987732
baseline,p006,0,1.0,0.0,all,4,0.2942693829536438
baseline,p006,0,1.0,0.0,all,5,0.3256831467151642
baseline,p006,0,1.0,0.0,all,6,0.37198877334594727
baseline,p006,0,1.0,0.0,all,7,0.43979382514953613
baseline,p006,0,1.0,0.0,all,8,0.39727723598480225
baseline,p006,0,1.0,0.0,all,9,0.3954124450683594
baseline,p006,0,1.0,0.0,all,10,0.30401289463043213
baseline,p006,0,1.0,0.0,all,11,0.27064964175224304
baseline,p006,0,1.0,0.0,all,12,0.23195672035217285
baseline,p006,0,1.0,0.0,all,13,0.2004685252904892
baseline,p006,0,1.0,0.0,all,14,0.22096794843673706
baseline,p006,0,1.0,0.0,all,15,0.22995297610759735
baseline,p007,0,1.0,0.0,all,0,0.4016229212284088
baseline,p007,0,1.0,0.0,all,1,0.18670335412025452
baseline,p007,0,1.0,0.0,all,2,0.1844886690378189
baseline,p007,0,1.0,0.0,all,3,0.2520584762096405
baseline,p007,0,1.0,0.0,all,4,0.2928674817085266
baseline,p007,0,1.0,0.0,all,5,0.3408221900463104
baseline,p007,0,1.0,0.0,all,6,0.3704691529273987
baseline,p007,0,1.0,0.0,all,7,0.43751317262649536
baseline,p007,0,1.0,0.0,all,8,0.394260436296463
baseline,p007,0,1.0,0.0,all,9,0.39098796248435974
baseline,p007,0,1.0,0.0,all,10,0.2862287163734436
baseline,p007,0,1.0,0.0,all,11,0.24531133472919464
baseline,p007,0,1.0,0.0,all,12,0.1851600557565689
baseline,p007,0,1.0,0.0,all,13,0.18467411398887634
baseline,p007,0,1.0,0.0,all,14,0.17907778918743134
baseline,p007,0,1.0,0.0,all,15,0.20326632261276245
baseline,p008,0,1.0,0.0,all,0,0.40781742334365845
baseline,p008,0,1.0,0.0,all,1,0.20307065546512604
baseline,p008,0,1.0,0.0,all,2,0.1902265101671219
baseline,p008,0,1.0,0.0,all,3,0.2746453285217285
baseline,p008,0,1.0,0.0,all,4,0.29468804597854614
baseline,p008,0,1.0,0.0,all,5,0.34374913573265076
baseline,p008,0,1.0,0.0,all,6,0.40495020151138306
baseline,p008,0,1.0,0.0,all,7,0.42834654450416565
baseline,p008,0,1.0,0.0,all,8,0.42020025849342346
baseline,p008,0,1.0,0.0,all,9,0.39923542737960815
baseline,p008,0,1.0,0.0,all,10,0.3148297667503357
baseline,p008,0,1.0,0.0,all,11,0.25985780358314514
baseline,p008,0,1.0,0.0,all,12,0.21652626991271973
baseline,p008,0,1.0,0.0,all,13,0.18661218881607056
baseline,p008,0,1.0,0.0,all,14,0.20986026525497437
baseline,p008,0,1.0,0.0,all,15,0.2222210019826889
baseline,p009,0,1.0,0.0,all,0,0.3999898135662079
baseline,p009,0,1.0,0.0,all,1,0.20237039029598236
baseline,p009,0,1.0,0.0,all,2,0.17943672835826874
baseline,p009,0,1.0,0.0,all,3,0.26615095138549805
baseline,p009,0,1.0,0.0,all,4,0.2909519076347351
baseline,p009,0,1.0,0.0,all,5,0.3279029428958893
baseline,p009,0,1.0,0.0,all,6,0.38085585832595825
baseline,p009,0,1.0,0.0,all,7,0.4147412180900574
baseline,p009,0,1.0,0.0,all,8,0.41007399559020996
baseline,p009,0,1.0,0.0,all,9,0.38884884119033813
baseline,p009,0,1.0,0.0,all,10,0.3132168650627136
baseline,p009,0,1.0,0.0,all,11,0.26153579354286194
baseline,p009,0,1.0,0.0,all,12,0.22107712924480438
baseline,p009,0,1.0,0.0,all,13,0.2026783525943756
baseline,p009,0,1.0,0.0,all,14,0.20520810782909393
baseline,p009,0,1.0,0.0,all,15,0.21403776109218597
baseline,p010,0,1.0,0.0,all,0,0.4161949157714844
baseline,p010,0,1.0,0.0,all,1,0.19370470941066742
baseline,p010,0,1.0,0.0,all,2,0.18972983956336975
baseline,p010,0,1.0,0.0,all,3,0.26479586958885193
baseline,p010,0,1.0,0.0,all,4,0.29938533902168274
baseline,p010,0,1.0,0.0,all,5,0.337159126996994
baseline,p010,0,1.0,0.0,all,6,0.39947178959846497
baseline,p010,0,1.0,0.0,all,7,0.44826608896255493
baseline,p010,0,1.0,0.0,all,8,0.40896639227867126
baseline,p010,0,1.0,0.0,all,9,0.40220972895622253
baseline,p010,0,1.0,0.0,all,10,0.3133741617202759
baseline,p010,0,1.0,0.0,all,11,0.2589772641658783
baseline,p010,0,1.0,0.0,all,12,0.24458789825439453
baseline,p010,0,1.0,0.0,all,13,0.20348066091537476
baseline,p010,0,1.0,0.0,all,14,0.2467053234577179
baseline,p010,0,1.0,0.0,all,15,0.23239430785179138
baseline,p011,0,1.0,0.0,all,0,0.4066130816936493
baseline,p011,0,1.0,0.0,all,1,0.20427408814430237
baseline,p011,0,1.0,0.0,all,2,0.18463245034217834
baseline,p011,0,1.0,0.0,all,3,0.26849669218063354
baseline,p011,0,1.0,0.0,all,4,0.29086312651634216
baseline,p011,0,1.0,0.0,all,5,0.32274141907691956
baseline,p011,0,1.0,0.0,all,6,0.3931315243244171
baseline,p011,0,1.0,0.0,all,7,0.4190230071544647
baseline,p011,0,1.0,0.0,all,8,0.40541261434555054
baseline,p011,0,1.0,0.0,all,9,0.3954963982105255
baseline,p011,0,1.0,0.0,all,10,0.3295382261276245
baseline,p011,0,1.0,0.0,all,11,0.2659047245979309
baseline,p011,0,1.0,0.0,all,12,0.23151923716068268
baseline,p011,0,1.0,0.0,all,13,0.2051709145307541
baseline,p011,0,1.0,0.0,all,14,0.22021102905273438
baseline,p011,0,1.0,0.0,all,15,0.2416098564863205
baseline,p012,0,1.0,0.0,all,0,0.41728320717811584
baseline,p012,0,1.0,0.0,all,1,0.19193927943706512
baseline,p012,0,1.0,0.0,all,2,0.1882888823747635
baseline,p012,0,1.0,0.0,all,3,0.2525753974914551
baseline,p012,0,1.0,0.0,all,4,0.3060533404350281
baseline,p012,0,1.0,0.0,all,5,0.338501900434494
baseline,p012,0,1.0,0.0,all,6,0.39602741599082947
baseline,p012,0,1.0,0.0,all,7,0.46155232191085815
baseline,p012,0,1.0,0.0,all,8,0.39956292510032654
baseline,p012,0,1.0,0.0,all,9,0.40667879581451416
baseline,p012,0,1.0,0.0,all,10,0.3230706453323364
baseline,p012,0,1.0,0.0,all,11,0.27569636702537537
baseline,p012,0,1.0,0.0,all,12,0.2547478675842285
baseline,p012,0,1.0,0.0,all,13,0.21588140726089478
baseline,p012,0,1.0,0.0,all,14,0.2616409957408905
baseline,p012,0,1.0,0.0,all,15,0.25619083642959595
baseline,p013,0,1.0,0.0,all,0,0.40680983662605286
baseline,p013,0,1.0,0.0,all,1,0.1809476613998413
baseline,p013,0,1.0,0.0,all,2,0.18880146741867065
baseline,p013,0,1.0,0.0,all,3,0.2612569034099579
baseline,p013,0,1.0,0.0,all,4,0.29641255736351013
baseline,p013,0,1.0,0.0,all,5,0.32988330721855164
baseline,p013,0,1.0,0.0,all,6,0.3758087158203125
baseline,p013,0,1.0,0.0,all,7,0.4268587529659271
baseline,p013,0,1.0,0.0,all,8,0.3963265120983124
baseline,p013,0,1.0,0.0,all,9,0.39869940280914307
baseline,p013,0,1.0,0.0,all,10,0.29308417439460754
baseline,p013,0,1.0,0.0,all,11,0.24020080268383026
baseline,p013,0,1.0,0.0,all,12,0.19401250779628754
baseline,p013,0,1.0,0.0,all,13,0.17964719235897064
baseline,p013,0,1.0,0.0,all,14,0.18405315279960632
baseline,p013,0,1.0,0.0,all,15,0.2053854614496231
baseline,p014,0,1.0,0.0,all,0,0.4130639135837555
baseline,p014,0,1.0,0.0,all,1,0.2032785564661026
baseline,p014,0,1.0,0.0,all,2,0.18103556334972382
baseline,p014,0,1.0,0.0,all,3,0.2705152630805969
baseline,p014,0,1.0,0.0,all,4,0.2968166768550873
baseline,p014,0,1.0,0.0,all,5,0.32326894998550415
baseline,p014,0,1.0,0.0,all,6,0.3812049627304077
baseline,p014,0,1.0,0.0,all,7,0.4112842381000519
baseline,p014,0,1.0,0.0,all,8,0.40065741539001465
baseline,p014,0,1.0,0.0,all,9,0.3931869566440582
baseline,p014,0,1.0,0.0,all,10,0.2791581451892853
baseline,p014,0,1.0,0.0,all,11,0.26913490891456604
baseline,p014,0,1.0,0.0,all,12,0.21227070689201355
baseline,p014,0,1.0,0.0,all,13,0.18113943934440613
baseline,p014,0,1.0,0.0,all,14,0.18744497001171112
baseline,p014,0,1.0,0.0,all,15,0.21439382433891296
baseline,p015,0,1.0,0.0,all,0,0.4110175371170044
baseline,p015,0,1.0,0.0,all,1,0.1857895404100418
baseline,p015,0,1.0,0.0,all,2,0.17911086976528168
baseline,p015,0,1.0,0.0,all,3,0.2584664523601532
baseline,p015,0,1.0,0.0,all,4,0.2916589379310608
baseline,p015,0,1.0,0.0,all,5,0.3256930112838745
baseline,p015,0,1.0,0.0,all,6,0.3767423629760742
baseline,p015,0,1.0,0.0,all,7,0.4279044568538666
baseline,p015,0,1.0,0.0,all,8,0.3889314830303192
baseline,p015,0,1.0,0.0,all,9,0.3952926993370056
baseline,p015,0,1.0,0.0,all,10,0.29802167415618896
baseline,p015,0,1.0,0.0,all,11,0.2589591443538666
baseline,p015,0,1.0,0.0,all,12,0.22643938660621643
baseline,p015,0,1.0,0.0,all,13,0.19902019202709198
baseline,p015,0,1.0,0.0,all,14,0.21757705509662628
baseline,p015,0,1.0,0.0,all,15,0.22677567601203918
baseline,p016,0,1.0,0.0,all,0,0.3977508246898651
baseline,p016,0,1.0,0.0,all,1,0.18020838499069214
baseline,p016,0,1.0,0.0,all,2,0.1791495829820633
baseline,p016,0,1.0,0.0,all,3,0.25493189692497253
baseline,p016,0,1.0,0.0,all,4,0.2923750877380371
baseline,p016,0,1.0,0.0,all,5,0.3380255699157715
baseline,p016,0,1.0,0.0,all,6,0.3742618262767792
baseline,p016,0,1.0,0.0,all,7,0.426470547914505
baseline,p016,0,1.0,0.0,all,8,0.3889615535736084
baseline,p016,0,1.0,0.0,all,9,0.39650869369506836
baseline,p016,0,1.0,0.0,all,10,0.29272186756134033
baseline,p016,0,1.0,0.0,all,11,0.25360679626464844
baseline,p016,0,1.0,0.0,all,12,0.19458742439746857
baseline,p016,0,1.0,0.0,all,13,0.1782628446817398
baseline,p016,0,1.0,0.0,all,14,0.17745350301265717
baseline,p016,0,1.0,0.0,all,15,0.20639407634735107
baseline,p017,0,1.0,0.0,all,0,0.39861753582954407
baseline,p017,0,1.0,0.0,all,1,0.19415219128131866
baseline,p017,0,1.0,0.0,all,2,0.17887941002845764
baseline,p017,0,1.0,0.0,all,3,0.267654150724411
baseline,p017,0,1.0,0.0,all,4,0.30350685119628906
baseline,p017,0,1.0,0.0,all,5,0.3395755887031555
baseline,p017,0,1.0,0.0,all,6,0.39313212037086487
baseline,p017,0,1.0,0.0,all,7,0.4127931594848633
baseline,p017,0,1.0,0.0,all,8,0.40559273958206177
baseline,p017,0,1.0,0.0,all,9,0.38601791858673096
baseline,p017,0,1.0,0.0,all,10,0.3249099850654602
baseline,p017,0,1.0,0.0,all,11,0.26503273844718933
baseline,p017,0,1.0,0.0,all,12,0.226138174533844
baseline,p017,0,1.0,0.0,all,13,0.19769933819770813
baseline,p017,0,1.0,0.0,all,14,0.2055385559797287
baseline,p017,0,1.0,0.0,all,15,0.22217141091823578
beta_1,p000,0,1.0,0.0,all,0,0.4141988456249237
beta_1,p000,0,1.0,0.0,all,1,0.19490276277065277
beta_1,p000,0,1.0,0.0,all,2,0.18325558304786682
beta_1,p000,0,1.0,0.0,all,3,0.27106380462646484
beta_1,p000,0,1.0,0.0,all,4,0.303194135427475
beta_1,p000,0,1.0,0.0,all,5,0.3300727605819702
beta_1,p000,0,1.0,0.0,all,6,0.37998247146606445
beta_1,p000,0,1.0,0.0,all,7,0.42512214183807373
beta_1,p000,0,1.0,0.0,all,8,0.39247941970825195
beta_1,p000,0,1.0,0.0,all,9,0.39483287930488586
beta_1,p000,0,1.0,0.0,all,10,0.30552437901496887
beta_1,p000,0,1.0,0.0,all,11,0.2678379416465759
beta_1,p000,0,1.0,0.0,all,12,0.23046281933784485
beta_1,p000,0,1.0,0.0,all,13,0.20053932070732117
beta_1,p000,0,1.0,0.0,all,14,0.2246527522802353
beta_1,p000,0,1.0,0.0,all,15,0.22825755178928375
beta_1,p001,0,1.0,0.0,all,0,0.40388065576553345
beta_1,p001,0,1.0,0.0,all,1,0.19960953295230865
beta_1,p001,0,1.0,0.0,all,2,0.17231610417366028
beta_1,p001,0,1.0,0.0,all,3,0.2715335488319397
beta_1,p001,0,1.0,0.0,all,4,0.30710822343826294
beta_1,p001,0,1.0,0.0,all,5,0.3364419639110565
beta_1,p001,0,1.0,0.0,all,6,0.39357706904411316
beta_1,p001,0,1.0,0.0,all,7,0.42903319001197815
beta_1,p001,0,1.0,0.0,all,8,0.3943248987197876
beta_1,p001,0,1.0,0.0,all,9,0.38286224007606506
beta_1,p001,0,1.0,0.0,all,10,0.28872862458229065
beta_1,p001,0,1.0,0.0,all,11,0.25754716992378235
beta_1,p001,0,1.0,0.0,all,12,0.208540678024292
beta_1,p001,0,1.0,0.0,all,13,0.18703338503837585
beta_1,p001,0,1.0,0.0,all,14,0.1879463791847229
beta_1,p001,0,1.0,0.0,all,15,0.21574236452579498
beta_1,p002,0,1.0,0.0,all,0,0.38505762815475464
beta_1,p002,0,1.0,0.0,all,1,0.19056344032287598
beta_1,p002,0,1.0,0.0,all,2,0.18209664523601532
beta_1,p002,0,1.0,0.0,all,3,0.2571319341659546
beta_1,p002,0,1.0,0.0,all,4,0.28842693567276
beta_1,p002,0,1.0,0.0,all,5,0.33136919140815735
beta_1,p002,0,1.0,0.0,all,6,0.3795492351055145
beta_1,p002,0,1.0,0.0,all,7,0.40989193320274353
beta_1,p002,0,1.0,0.0,all,8,0.3783535957336426
beta_1,p002,0,1.0,0.0,all,9,0.3882901966571808
beta_1,p002,0,1.0,0.0,all,10,0.3049519658088684
beta_1,p002,0,1.0,0.0,all,11,0.24847106635570526
beta_1,p002,0,1.0,0.0,all,12,0.21285690367221832
beta_1,p002,0,1.0,0.0,all,13,0.1926727294921875
beta_1,p002,0,1.0,0.0,all,14,0.2014468014240265
beta_1,p002,0,1.0,0.0,all,15,0.2160496711730957
beta_1,p003,0,1.0,0.0,all,0,0.41066429018974304
beta_1,p003,0,1.0,0.0,all,1,0.1916477531194687
beta_1,p003,0,1.0,0.0,all,2,0.18670372664928436
beta_1,p003,0,1.0,0.0,all,3,0.2599247097969055
beta_1,p003,0,1.0,0.0,all,4,0.28957295417785645
beta_1,p003,0,1.0,0.0,all,5,0.33039334416389465
beta_1,p003,0,1.0,0.0,all,6,0.37751615047454834
beta_1,p003,0,1.0,0.0,all,7,0.45090562105178833
beta_1,p003,0,1.0,0.0,all,8,0.3933183550834656
beta_1,p003,0,1.0,0.0,all,9,0.4011989235877991
beta_1,p003,0,1.0,0.0,all,10,0.3080419600009918
beta_1,p003,0,1.0,0.0,all,11,0.27057215571403503
beta_1,p003,0,1.0,0.0,all,12,0.23816661536693573
beta_1,p003,0,1.0,0.0,all,13,0.19900915026664734
beta_1,p003,0,1.0,0.0,all,14,0.22596269845962524
beta_1,p003,0,1.0,0.0,all,15,0.23946450650691986
beta_1,p004,0,1.0,0.0,all,0,0.40988439321517944
beta_1,p004,0,1.0,0.0,all,1,0.18848814070224762
beta_1,p004,0,1.0,0.0,all,2,0.18760693073272705
beta_1,p004,0,1.0,0.0,all,3,0.2570075988769531
beta_1,p004,0,1.0,0.0,all,4,0.28341710567474365
beta_1,p004,0,1.0,0.0,all,5,0.32057538628578186
beta_1,p004,0,1.0,0.0,all,6,0.3781568109989166
beta_1,p004,0,1.0,0.0,all,7,0.4445384740829468
beta_1,p004,0,1.0,0.0,all,8,0.40457114577293396
beta_1,p004,0,1.0,0.0,all,9,0.394065797328949
beta_1,p004,0,1.0,0.0,all,10,0.31347885727882385
beta_1,p004,0,1.0,0.0,all,11,0.2774297297000885
beta_1,p004,0,1.0,0.0,all,12,0.23609662055969238
beta_1,p004,0,1.0,0.0,all,13,0.20635691285133362
beta_1,p004,0,1.0,0.0,all,14,0.23729932308197021
beta_1,p004,0,1.0,0.0,all,15,0.24347853660583496
beta_1,p005,0,1.0,0.0,all,0,0.41098037362098694
beta_1,p005,0,1.0,0.0,all,1,0.20087634027004242
beta_1,p005,0,1.0,0.0,all,2,0.1869029700756073
beta_1,p005,0,1.0,0.0,all,3,0.25937405228614807
beta_1,p005,0,1.0,0.0,all,4,0.2960497736930847
beta_1,p005,0,1.0,0.0,all,5,0.33169445395469666
beta_1,p005,0,1.0,0.0,all,6,0.4107173681259155
beta_1,p005,0,1.0,0.0,all,7,0.4253478944301605
beta_1,p005,0,1.0,0.0,all,8,0.42760294675827026
beta_1,p005,0,1.0,0.0,all,9,0.4031524658203125
beta_1,p005,0,1.0,0.0,all,10,0.33352482318878174
beta_1,p005,0,1.0,0.0,all,11,0.26913660764694214
beta_1,p005,0,1.0,0.0,all,12,0.23331232368946075
beta_1,p005,0,1.0,0.0,all,13,0.20313654839992523
beta_1,p005,0,1.0,0.0,all,14,0.20616111159324646
beta_1,p005,0,1.0,0.0,all,15,0.22105814516544342
beta_1,p006,0,1.0,0.0,all,0,0.4013329744338989
beta_1,p006,0,1.0,0.0,all,1,0.18761540949344635
beta_1,p006,0,1.0,0.0,all,2,0.1844787299633026
beta_1,p006,0,1.0,0.0,all,3,0.2624463438987732
beta_1,p006,0,1.0,0.0,all,4,0.2942693829536438
beta_1,p006,0,1.0,0.0,all,5,0.3256831467151642
beta_1,p006,0,1.0,0.0,all,6,0.37198877334594727
beta_1,p006,0,1.0,0.0,all,7,0.43979382514953613
beta_1,p006,0,1.0,0.0,all,8,0.39727723598480225
beta_1,p006,0,1.0,0.0,all,9,0.3954124450683594
beta_1,p006,0,1.0,0.0,all,10,0.30401289463043213
beta_1,p006,0,1.0,0.0,all,11,0.27064964175224304
beta_1,p006,0,1.0,0.0,all,12,0.23195672035217285
beta_1,p006,0,1.0,0.0,all,13,0.2004685252904892
beta_1,p006,0,1.0,0.0,all,14,0.22096794843673706
beta_1,p006,0,1.0,0.0,all,15,0.22995297610759735
beta_1,p007,0,1.0,0.0,all,0,0.4016229212284088
beta_1,p007,0,1.0,0.0,all,1,0.18670335412025452
beta_1,p007,0,1.0,0.0,all,2,0.1844886690378189
beta_1,p007,0,1.0,0.0,all,3,0.2520584762096405
beta_1,p007,0,1.0,0.0,all,4,0.2928674817085266
beta_1,p007,0,1.0,0.0,all,5,0.3408221900463104
beta_1,p007,0,1.0,0.0,all,6,0.3704691529273987
beta_1,p007,0,1.0,0.0,all,7,0.43751317262649536
beta_1,p007,0,1.0,0.0,all,8,0.394260436296463
beta_1,p007,0,1.0,0.0,all,9,0.39098796248435974
beta_1,p007,0,1.0,0.0,all,10,0.2862287163734436
beta_1,p007,0,1.0,0.0,all,11,0.24531133472919464
beta_1,p007,0,1.0,0.0,all,12,0.1851600557565689
beta_1,p007,0,1.0,0.0,all,13,0.18467411398887634
beta_1,p007,0,1.0,0.0,all,14,0.17907778918743134
beta_1,p007,0,1.0,0.0,all,15,0.20326632261276245
beta_1,p008,0,1.0,0.0,all,0,0.40781742334365845
beta_1,p008,0,1.0,0.0,all,1,0.20307065546512604
beta_1,p008,0,1.0,0.0,all,2,0.1902265101671219
beta_1,p008,0,1.0,0.0,all,3,0.2746453285217285
beta_1,p008,0,1.0,0.0,all,4,0.29468804597854614
beta_1,p008,0,1.0,0.0,all,5,0.34374913573265076
beta_1,p008,0,1.0,0.0,all,6,0.40495020151138306
beta_1,p008,0,1.0,0.0,all,7,0.42834654450416565
beta_1,p008,0,1.0,0.0,all,8,0.42020025849342346
beta_1,p008,0,1.0,0.0,all,9,0.39923542737960815
beta_1,p008,0,1.0,0.0,all,10,0.3148297667503357
beta_1,p008,0,1.0,0.0,all,11,0.25985780358314514
beta_1,p008,0,1.0,0.0,all,12,0.21652626991271973
beta_1,p008,0,1.0,0.0,all,13,0.18661218881607056
beta_1,p008,0,1.0,0.0,all,14,0.20986026525497437
beta_1,p008,0,1.0,0.0,all,15,0.2222210019826889
beta_1,p009,0,1.0,0.0,all,0,0.3999898135662079
beta_1,p009,0,1.0,0.0,all,1,0.20237039029598236
beta_1,p009,0,1.0,0.0,all,2,0.17943672835826874
beta_1,p009,0,1.0,0.0,all,3,0.26615095138549805
beta_1,p009,0,1.0,0.0,all,4,0.2909519076347351
beta_1,p009,0,1.0,0.0,all,5,0.3279029428958893
beta_1,p009,0,1.0,0.0,all,6,0.38085585832595825
beta_1,p009,0,1.0,0.0,all,7,0.4147412180900574
beta_1,p009,0,1.0,0.0,all,8,0.41007399559020996
beta_1,p009,0,1.0,0.0,all,9,0.38884884119033813
beta_1,p009,0,1.0,0.0,all,10,0.3132168650627136
beta_1,p009,0,1.0,0.0,all,11,0.26153579354286194
beta_1,p009,0,1.0,0.0,all,12,0.22107712924480438
beta_1,p009,0,1.0,0.0,all,13,0.2026783525943756
beta_1,p009,0,1.0,0.0,all,14,0.20520810782909393
beta_1,p009,0,1.0,0.0,all,15,0.21403776109218597
beta_1,p010,0,1.0,0.0,all,0,0.4161949157714844
beta_1,p010,0,1.0,0.0,all,1,0.19370470941066742
beta_1,p010,0,1.0,0.0,all,2,0.18972983956336975
beta_1,p010,0,1.0,0.0,all,3,0.26479586958885193
beta_1,p010,0,1.0,0.0,all,4,0.29938533902168274
beta_1,p010,0,1.0,0.0,all,5,0.337159126996994
beta_1,p010,0,1.0,0.0,all,6,0.39947178959846497
beta_1,p010,0,1.0,0.0,all,7,0.44826608896255493
beta_1,p010,0,1.0,0.0,all,8,0.40896639227867126
beta_1,p010,0,1.0,0.0,all,9,0.40220972895622253
